subsecao,nome_subsecao,item,requisito,orientacoes,sugestao_evidencia
4.1,Gestão De Equipamentos E Tecnologia Médico-Hospitalar,23,"Avaliar sistematicamente a efetividade dos processos de apoio, considerando o impacto na jornada do paciente na qualidade do cuidado.","A instituição deve ir além da simples execução operacional dos processos de apoio, avaliando se esses processos de fato contribuem para diagnósticos oportunos, segurança do paciente, menor tempo de espera, menor tempo de permanência e melhora dos desfechos clínicos. Essa avaliação deve envolver análise crítica de resultados, correlação com a jornada do paciente e aplicação de ações corretivas ou aprimoramentos.","Indicadores de efetividade assistencial relacionados a apoio (exemplos: tempo para entrega de exames, tempo de reposição de materiais críticos, entre outros). Análise de impacto dos processos de apoio em desfechos clínicos e operacionais. Relatórios de correlação entre falhas de apoio e eventos adversos/ocorrências clínicas. Planos de ação com melhorias aplicadas e avaliadas."
4.1,Gestão De Equipamentos E Tecnologia Médico-Hospitalar,24,"Consolidar ciclos de melhoria contínua nos processos de apoio, com base em dados, riscos, auditorias de processos, evidências e participação multiprofissional.","A organização deve demonstrar maturidade na gestão por meio de ciclos sistemáticos de análise, planejamento, implementação, avaliação e institucionalização de melhorias. Tais ciclos devem considerar tanto a eficiência interna quanto o reflexo na jornada do paciente, integrando os processos de apoio ao cuidado assistencial.","Projetos de melhoria estruturados, utilizando metodologias como: PDSA (Planejar, Executar, Estudar, Agir), A3, Lean, Six Sigma, aplicados aos processos de apoio. Evidência de indicadores de desempenho antes/depois da implementação de melhorias. Envolvimento das equipes assistenciais nos projetos de melhoria dos apoios. Relatórios com ganhos assistenciais e operacionais consolidados."
4.1,Gestão De Equipamentos E Tecnologia Médico-Hospitalar,25,Gerenciar a efetividade das ações de prevenção definidas frente aos riscos dos processos.,"Demonstra a efetividade das barreiras e contingências implementadas para mitigar os riscos mapeados. Deve considerar os riscos de processo e assistenciais, quando aplicável.","Avaliação da efetividade de barreiras, medidas de controle implementadas, baseada em análises críticas de indicadores de processo, notificações, análise e tratativas de incidentes, tecnovigilância, auditorias internas e avaliações contínuas do fluxo do setor."
4.1,Gestão De Equipamentos E Tecnologia Médico-Hospitalar,26,"Sustentar um ambiente favorável para a aprendizagem, cultura justa e colaboração entre as equipes.","Define ações contínuas e sistematizadas para a promoção e fortalecimento de um ambiente favorável para a aprendizagem, cultura justa e colaboração entre equipes.","Demonstração de ações como canais ativos para as partes interessadas (exemplos: caixas de sugestões, sistemas eletrônicos, reuniões de feedback). Dinâmicas de simulação realística, treinamentos em equipe, ou práticas de escuta ativa e lições aprendidas pós-eventos. Espaços visíveis de comunicação sobre aprendizados (exemplos: murais, dashboards, boletins de segurança). Aprendizado com base em incidentes (número de relatos, análises realizadas, melhorias implantadas). Aprendizado com base nas pesquisas de clima organizacional e de percepção da cultura justa. Relatos ou cases de melhorias implementadas a partir de lições aprendidas."
4.1,Gestão De Equipamentos E Tecnologia Médico-Hospitalar,27,Estabelece política documentada da gestão da qualidade,"A política que estabelece um compromisso, por 
escrito, no qual a organização firma seu comprometimento com a qualidade e segurança visando à 
melhoria contínua dos seus processos. Esta política 
deve estabelecer minimamente:
• auditorias internas;
• ferramentas da qualidade;
• gestão de documentos;
• gestão de indicadores;
• gestão de protocolos;
• Plano de gestão de riscos assistenciais e riscos 
institucionais;
• mapeamento de processos.","Política documentada, comunicada e 
implantada de Gestão da Qualidade."
4.2,Gestão De Infraestrutura,1,"Dimensionar os insumos para garantir que a infraestrutura predial atenda, de forma eficaz e segura, às necessidades da organização.","Realizar a estimativa dos insumos necessários para a implementação eficaz dos processos de gestão da infraestrutura, considerando as necessidades atuais e prioritárias da organização. Os insumos podem estar relacionados, mas não se limitam, a: água potável, caldeira/vapor, climatização e ventilação, combustível para gerador de energia elétrica, encanamento, energia elétrica, gás de cozinha, gases medicinais e vácuo, gerenciamento de resíduos, sistemas de comunicação e dados, iluminação, refrigeração, sistemas de esterilização, entre outros, conforme a realidade da organização. O dimensionamento deve também considerar sua interface com o plano de contingência da organização, prevendo alternativas e recursos para garantir a continuidade da infraestrutura predial em situações emergenciais ou de desabastecimento, de acordo com a natureza e a complexidade dos serviços prestados.","Identificação dos insumos utilizados. Inventário completo dos insumos. Mapa da distribuição dos insumos na infraestrutura. Documentos que evidenciem a integração dos insumos ao plano de contingência da organização (exemplos: diretrizes de acionamento, reservas técnicas, estoques mínimos ou redundâncias planejadas, conforme o tipo de serviço)."
4.2,Gestão De Infraestrutura,2,"Estabelecer, implementar e manter uma sistemática de manutenção preventiva, calibração e manutenção corretiva da infraestrutura predial, conforme aplicável, com prioridade para os sistemas e equipamentos essenciais à segurança do cuidado.","As manutenções devem ser realizadas com o objetivo de prevenir falhas ou restaurar o sistema ao seu estado operacional após a ocorrência de falhas. Seus principais objetivos são manter e aprimorar a confiabilidade e a regularidade da operação. A manutenção preventiva deve ocorrer em intervalos predefinidos ou conforme critérios estabelecidos, buscando reduzir a probabilidade de falhas ou a degradação do desempenho de um item. Exemplos a considerar incluem a calibração dos manômetros dos tanques criogênicos e da caldeira.","Plano de manutenção preventiva. Registros das manutenções preventivas realizadas. Registros das manutenções corretivas realizadas, com critérios de priorização. Registros de calibração."
4.2,Gestão De Infraestrutura,3,Estabelecer uma periodicidade e realizar inspeções regulares nas instalações da organização.,"Com o objetivo de garantir a segurança e a funcionalidade das instalações, a organização deve realizar inspeções periódicas, com foco especial nos sistemas e equipamentos essenciais à segurança do cuidado, tais como energia elétrica, abastecimento de água, gases medicinais e sistemas de climatização. As inspeções podem ser relacionadas ao plano de segurança predial e ao plano do Serviço de Controle de Infecção e/ou Biossegurança da organização, de forma a fortalecer a prevenção de riscos e garantir a continuidade operacional dos sistemas críticos.","Cronograma de inspeções das instalações. Sistemas utilitários e equipamentos relacionados à infraestrutura predial. Checklists utilizados nas inspeções. Registros documentados das inspeções realizadas (data, responsáveis, não conformidades identificadas e ações corretivas, se aplicável). Documentos ou registros que demonstrem, quando aplicável, a vinculação das inspeções ao plano de segurança predial e ao Serviço de Controle de Infecção e/ou Biossegurança."
4.2,Gestão De Infraestrutura,4,"Estabelecer, implementar e manter um processo sistemático para a análise e mitigação dos riscos relacionados a construções, reformas e demolições realizadas em suas instalações.","O processo de análise e mitigação de riscos pode considerar, entre outros fatores, a qualidade do ar (poeira, gases, fumaça, odores, entre outros); prevenção e controle de infecções; ruído; vibração; materiais e resíduos perigosos; segurança contra incêndio; estanqueidade de áreas e outros aspectos pertinentes. É importante que haja interface com o Serviço de Controle de Infecção e/ou Biossegurança e com os planos de contingência da organização, de modo a prevenir impactos nos serviços críticos e na segurança do cuidado durante construções, reformas ou demolições. A participação do Serviço de Controle de Infecção e/ou Biossegurança e Segurança do Trabalho no planejamento das obras e reformas é essencial para a prevenção de eventos adversos e acidentes de trabalho, devendo ser formalmente registrada.","Análises preliminares de riscos específicas para obras e reformas. Documentos de planejamento de construções, reformas ou demolições com identificação dos riscos e respectivas medidas de controle. Registros de reuniões com partes interessadas (exemplos: Engenharia, Serviço de Controle de Infecção e/ou Biossegurança e Segurança do Trabalho). Pareceres técnicos ou autorizações relacionadas ao início das obras. Registro de inspeções/acompanhamento da obra pelo SESMT (Serviço Especializado em Engenharia de Segurança e em Medicina do Trabalho) e Serviço de Controle de Infecção e/ou Biossegurança."
4.2,Gestão De Infraestrutura,5,Assessorar a estruturação e execução do plano de obras prediais.,"A organização é responsável por assessorar a elaboração e execução do plano de obras e manutenções prediais, considerando os riscos envolvidos, o escopo das intervenções e as demandas dos clientes. É necessário observar as recomendações dos setores do SESMT (Serviço Especializado em Engenharia de Segurança e em Medicina do Trabalho) e Serviço de Controle de Infecção e/ou Biossegurança, visando à segurança de profissionais e pacientes. Na análise do plano, é recomendável considerar medidas para mitigar impactos na jornada do paciente, tais como: uso de tapumes; níveis de ruído gerados; impactos na estrutura elétrica; gestão e descarte adequado de resíduos; outras medidas necessárias para mitigar impactos da obra no ambiente assistencial.",Plano de obras e manutenções prediais. Registros de inspeções nos acessos e instalações afetadas. Registros de execução e acompanhamento do plano de obras e manutenções.
4.2,Gestão De Infraestrutura,6,"Cumprir com os critérios de disponibilização e utilização de EPIs (Equipamentos de Proteção Individual) e EPCs (Equipamentos de Proteção Coletiva) recomendados, conforme as áreas de atuação e as diretrizes de biossegurança, para seus profissionais e terceiros.","A avaliação das áreas de risco pode auxiliar a organização na definição de quais áreas e atividades exigem a utilização de EPIs (Equipamentos de Proteção Individual) e EPCs (Equipamentos de Proteção Coletiva), bem como na escolha adequada dos tipos desses equipamentos/materiais. É essencial que a disponibilização ocorra conforme as diretrizes do Serviço de Controle de Infecção e/ou Biossegurança da organização. A capacitação sistemática dos profissionais contribui para o uso adequado e contínuo dos EPIs (Equipamentos de Proteção Individual) e dos EPCs (Equipamentos de Proteção Coletiva). O controle de entrega, utilização e validade dos equipamentos deve ser realizado de forma organizada, com registros integrados entre as áreas responsáveis, garantindo rastreabilidade e conformidade.",Registros que comprovem o uso e a indicação correta dos EPIs (Equipamentos de Proteção Individual) e EPCs (Equipamentos de Proteção Coletiva). Documentação de controle de disponibilização e validade dos equipamentos. Registros de controle das datas de vencimento e definição da periodicidade para avaliação e substituição dos EPIs (Equipamentos de Proteção Individual). Comprovantes de treinamentos e capacitações realizadas com os profissionais.
4.2,Gestão De Infraestrutura,7,Realizar e manter atualizado o controle do inventário dos sistemas de infraestrutura.,A gestão eficiente depende do conhecimento preciso sobre os ativos a serem administrados. Manter o inventário atualizado periodicamente é fundamental para validar e ajustar o planejamento de infraestrutura conforme necessário.,Plano de controle de inventário dos sistemas de infraestrutura. Registros das atividades de inventário realizadas. Relatórios com apontamentos de inconsistências e respectivas tratativas.
4.2,Gestão De Infraestrutura,8,"Cumprir o processo de monitoramento da qualidade da água e do ar, conforme as diretrizes do Serviço de Controle de Infecção e/ou Biossegurança, considerando o perfil institucional e as normas e regulamentos vigentes.","O controle e a vigilância da qualidade da água e do ar devem ser realizados de acordo com as diretrizes do Serviço de Controle de Infecção e/ou Biossegurança, baseadas nas normas e regulamentos vigentes, abrangendo os processos de diálise, central de material e esterilização, serviço de nutrição e dietética, higienização, lavanderia, entre outros. É importante que os resultados das análises e inspeções sejam registrados e que sejam documentadas as ações corretivas, quando aplicáveis, garantindo o funcionamento seguro e a disponibilidade dos sistemas.","Relatórios periódicos de limpeza dos reservatórios e caixas d’água. Laudos de análise da qualidade da água e análises físico-químicas, com registros das ações corretivas, quando aplicável. Laudos de análise microbiológica do ar. Relatórios de inspeção e manutenção preventiva/corretiva do sistema de climatização."
4.2,Gestão De Infraestrutura,9,"Implementar e manter critérios para a aquisição e incorporação de novas tecnologias, em conformidade com a política institucional de investimentos.","Estabelecer critérios formais para solicitação e avaliação de novas tecnolo¬gias, utilizando instrumentos que identifiquem necessidades assistenciais, operacionais ou estratégicas. Realizar avaliação periódica dos equipamentos e tecnologias em uso, visando identificar necessidades de atualização, substituição ou expansão. É importante que as decisões de aquisição e incorporação de novas tecnologias estejam alinhadas à visão estratégica da instituição e ao plano diretor, garantindo coerência com os objetivos institucionais e prioridades de investimento. As decisões de investimento devem considerar critérios técnicos, econômicos e de segurança, com a participação da equipe multiprofissional, sempre que pertinente.","Registros que demonstrem o cumprimento do fluxo institucional de solicitação, análise e aquisição de novas tecnologias. Documentação de avaliações perió¬dicas de equipamentos e tecnologias existentes (exemplos: inventários técnicos, relatórios de obsolescência, análises de desempenho). Comunicação formal à alta direção sobre as necessidades de investimento, incluindo pareceres técnicos e justificativas."
4.2,Gestão De Infraestrutura,10,"Dispor de espaços adequados, seguros e em conformidade com os requisitos legais e regulatórios, assegurando condições estruturais, ambientais, de acessibilidade, de sinalização e opera¬cionais que permitam a prestação segura, eficaz e contínua dos serviços.","A organização deve dispor de planejamento estruturado para o gerencia¬mento da infraestrutura predial, contemplando a manutenção preventiva e corretiva, limpeza técnica, inspeção periódica e monitoramento das instalações e sistemas prediais, de modo a garantir a funcionalidade e segurança dos ambientes. O requisito abrange todos os espaços assistenciais e de apoio, assegurando que sejam dimensionados, proje¬tados e mantidos conforme o tipo de serviço prestado e a legislação aplicável. Devem ser contemplados no processo de gestão e inspeção sistemática: sistemas de utilidades essen¬ciais, incluindo abastecimento de água, energia elétrica, gases medicinais e ventilação; infraestrutura de segurança, como proteção e combate a incêndios, saídas de emergência, elevadores e geradores. Ambientes críticos e controlados, com atenção à pressão positiva ou negativa, climatização e controle de temperatura e umidade. Rotinas de higienização e limpeza técnica compatíveis com o perfil de risco das áreas e alinhadas com os responsá¬veis da Higiene e Limpeza. Planos de contingência e testes de funcionamento de sistemas de emergência (geradores, alarmes, válvulas de gases, entre outros). Nos casos em que o cuidado ou serviço é prestado no domicílio do paciente/usuário, a organização deve adotar medidas de avaliação e mitigação de riscos ambientais, garantindo condições seguras de trabalho para a equipe e para o paciente, incluindo orientações específicas sobre venti¬lação, iluminação, armazenamento de insumos e descarte de resíduos. As práticas de gestão devem ser documentadas, monitoradas e revisadas periodicamente, com foco em segu¬rança, continuidade operacional, sinalização adequada, conforto, acessibilidade de pessoas com deficiência e sustentabilidade ambiental.","Procedimentos formalizados sobre gestão e manutenção da infraestrutura, limpeza e inspeção de áreas. Registros de manutenção preventiva e corre¬tiva de sistemas elétricos, hidráulicos, ventilação, gases medicinais, geradores e elevadores. Relatórios de inspeções periódicas de segurança predial, combate a incêndios e integri¬dade estrutural. Mapeamento dos ambientes críticos e planos de contingência para falhas em sistemas de utilidades essenciais. Registros de testes e simulações de funcionamento de geradores, alarmes e sistemas de emergência. Comprovantes de conformidade legal e técnica (atestados, licenças, laudos de vistoria e certificações). Relatórios de avaliação e mitigação de riscos para serviços realizados em domicílio. Dados da manutenção predial e segurança ambiental, com análises e planos de melhoria."
4.2,Gestão De Infraestrutura,11,"Gerenciar de forma estruturada os processos de apoio com impacto direto na jornada do paciente, assegurando sua disponibilidade, qualidade e conformidade técnica.","A instituição deve ter uma gestão organizada dos processos de apoio (como engenharia clínica, suprimentos, farmácia, lavanderia, nutrição, manutenção, limpeza, central de material esterilizado entre outros), assegurando que esses serviços estejam operando dentro dos padrões estabelecidos e contribuam para o cuidado seguro e eficiente. A ausência ou falha desses apoios pode comprometer etapas essenciais da jornada do paciente, como internações, exames, cirurgias e altas seguras.",Plano de gerenciamento dos apoios. Estrutura organizacional com responsáveis definidos. Relatórios periódicos de desempenho e conformidade. Procedimentos operacionais e indicadores-chave de processos de apoio. Atas de reuniões de acompanhamento e relatórios de melhorias Implementadas.
4.2,Gestão De Infraestrutura,12,"Monitorar de forma sistemática a execução dos processos de apoio, identificando falhas, riscos e oportunidades de melhoria.","Os serviços de apoio devem ser monitorados com base em indicadores operacionais e assistenciais, buscando identificar desvios que impactem o cuidado ao paciente. Esse monitoramento deve possibilitar decisões rápidas, correções e ações preventivas. A efetividade dessa prática está na sua capacidade de antecipar riscos e manter o suporte contínuo e seguro à assistência.","Painel de indicadores dos processos de apoio (exemplos: tempo de resposta, disponibilidade, conformidade técnica). Relatórios de incidentes ou não conformidades operacionais. Registros de auditorias internas e checklists de rotina. Análises de causa e ações corretivas/preventivas. Diretrizes de monitoramento validadas com responsáveis e periodicidade definida."
4.2,Gestão De Infraestrutura,13,"Integrar os processos de apoio com as áreas assistenciais, promovendo comunicação eficaz e fluidez na jornada do paciente.","A articulação entre os serviços de apoio e os setores assistenciais (exemplos: UTI, centro cirúrgico, enfermarias, pronto atendimento, ambulatórios) é essencial para garantir entregas ágeis e seguras. A comunicação deve ser estruturada, clara e ativa, evitando falhas de interface que geram atrasos, insegurança e experiências negativas para o paciente.",Fluxos de comunicação padronizados entre apoio e assistência. Registros de reuniões de integração entre equipes (com pautas e ações). Exemplos de tratativas rápidas com setores assistenciais diante de falhas de apoio. Diretrizes institucionais sobre comunicação intersetorial. Relatos de casos de melhoria na jornada do paciente após mudanças nos fluxos.
4.2,Gestão De Infraestrutura,14,Incorporar a escuta ativa das partes interessadas no planejamento e aprimoramento dos processos de apoio.,"A instituição deve estruturar mecanismos de escuta e consulta às áreas assistenciais, administrativas e demais usuários internos como por exemplo, pacientes, familiares e acompanhantes dos serviços de apoio. Essa escuta qualificada permite alinhar expectativas, identificar necessidades não atendidas e construir soluções que fortaleçam a integração e o suporte efetivo à jornada do paciente.","Registros de reuniões, fóruns ou comissões com representantes das áreas assistenciais. Resultados de pesquisas internas de satisfação com os serviços de apoio. Relatórios de tratativas ou melhorias realizadas com base nas sugestões dos usuários. Formulários ou canais permanentes de feedback institucionalizado. Relato de boas práticas originadas da escuta ativa."
4.2,Gestão De Infraestrutura,15,"Gerenciar os prazos, entregas e interações dos processos de apoio.","A gestão dos serviços de apoio deve garantir que os fluxos de trabalho estejam organizados, com entregas dentro dos prazos esperados, evitando atrasos ou interrupções que possam comprometer diagnósticos, tratamentos ou liberações. Isso inclui o uso de ferramentas para acompanhamento de demandas, definição de prioridades, respostas ágeis e registro das interações.","Diretrizes de prazos e níveis de serviço (SLA – Acordo de Nível de Serviço) entre apoio e assistência. Registros de atendimento de chamados ou solicitações dos setores. Sistemas ou planilhas de controle de entregas e atendimento de demandas. Indicadores de tempo de resposta dos serviços de apoio. Relatórios de não conformidades por atrasos, interrupções ou falhas de entrega."
4.2,Gestão De Infraestrutura,16,"Estabelecer práticas de avaliação econômica, relacionadas à utilização de medicamentos, como: análise de custos, desperdícios, custo-efetividade, eficácia e resultados.","São definidas práticas para incorporação, substituição e utilização de medicamentos, considerando análise dos custos de tratamento, disponibilidade no mercado, desperdício, custo-efetividade, eficácia e resultados esperados. Exemplos de ações relacionadas à custo-efetividade incluem intervenções diárias na farmácia, avaliações da utilização de antimicrobianos, suspensão de medicamentos que não estão contemplados nas diretrizes institucionais, entre outros.",Registros de incorporação de medicamentos que demonstrem alinhamento com as práticas definidas pela Comissão de Farmácia e Terapêutica e/ou Comissão de Padronização de Medicamentos. Relatórios de acompanhamento da utilização de medicamentos recentemente padronizados. Documentação dos resultados das intervenções farmacêuticas relacionadas à custo-efetividade.
4.2,Gestão De Infraestrutura,17,"Evidenciar as melhorias e transformações implementadas nos processos a partir da análise dos resultados das auditorias realizadas, demonstrando a utilização dos achados como insumo para o aprimoramento contínuo da gestão.","A organização deve realizar a análise crítica dos resultados das auditorias, identificando causas, tendências e oportunidades de melhoria, bem como documentar e acompanhar as ações corretivas e preventivas decorrentes.","Registros das análises críticas das auditorias, planos de ação implementados e evidências de resultados alcançados ou melhorias consolidadas nos processos avaliados."
4.2,Gestão De Infraestrutura,18,"Utilizar dados dos sistemas de informática, infraestrutura tecnológica e ferramentas de análise para promover ações de melhoria, garantindo a segurança, a privacidade e o ciclo de vida adequado das informações.","Os dados utilizados para análise e melhoria devem considerar a integridade e confidencialidade das informações, e devem ser anonimizados ou pseudonimizados sempre que possível, seguindo os princípios de privacidade dos dados. As análises devem contemplar: Avaliação do impacto dos sistemas no fluxo de trabalho, capacidade, integridade e segurança do armazenamento de dados, uso de ferramentas de análise para identificar vulnerabilidades e ameaças, para que a segurança seja considerada desde a concepção do sistema e não apenas como uma medida reativa. As ações de melhoria devem ser implementadas com base na análise do desempenho, e os resultados obtidos devem ser usados para aprimorar o ciclo de vida da informação, desde a coleta até o descarte seguro.","Indicadores de desempenho e relatórios de análise que demonstrem a utilização dos dados dos sistemas para a tomada de decisões. Análises críticas que comprovem a avaliação da segurança dos dados e o impacto nos processos. Relatórios que evidenciem o tratamento adequado dos dados para análise, como a anonimização e a pseudonimização. Plano de ação e evidências da implementação de melhorias com base nas análises, incluindo ações para reforçar a segurança e a privacidade dos dados ao longo de todo o seu ciclo de vida."
4.2,Gestão De Infraestrutura,19,"Fomentar a cultura da inovação e promover mudanças estruturadas nos processos de apoio, com impacto na jornada do paciente.","A organização deve demonstrar capacidade de adaptação e transformação nos processos de apoio (como tecnologia, equipamentos, logística, suprimentos, estrutura, materiais), alinhando-se às necessidades emergentes da assistência e às tendências em saúde. A inovação deve ser aplicada com intencionalidade, avaliando riscos, benefícios e impactos assistenciais.","Projetos de inovação com foco em apoio à assistência (exemplos: logística inteligente, tecnologia preditiva, novas soluções para esterilização, entre outros), relatos de mudanças implementadas a partir de benchmarking, evidências científicas ou escuta das equipes, indicadores comparativos antes e depois da mudança, comitês ou grupos que promovem cultura da inovação nos serviços de apoio."
4.2,Gestão De Infraestrutura,20,"Avaliar sistematicamente a efetividade dos processos de apoio, considerando o impacto na jornada do paciente na qualidade do cuidado.","A instituição deve ir além da simples execução operacional dos processos de apoio, avaliando se esses processos de fato contribuem para diagnósticos oportunos, segurança do paciente, menor tempo de espera, menor tempo de permanência e melhora dos desfechos clínicos. Essa avaliação deve envolver análise crítica de resultados, correlação com a jornada do paciente e aplicação de ações corretivas ou aprimoramentos.","Indicadores de efetividade assistencial relacionados a apoio (exemplos: tempo para entrega de exames, tempo de reposição de materiais críticos, entre outros). Análise de impacto dos processos de apoio em desfechos clínicos e operacionais. Relatórios de correlação entre falhas de apoio e eventos adversos/ocorrências clínicas. Planos de ação com melhorias aplicadas e avaliadas."
4.2,Gestão De Infraestrutura,21,"Consolidar ciclos de melhoria contínua nos processos de apoio, com base em dados, riscos, auditorias de processos, evidências e participação multiprofissional.","A organização deve demonstrar maturidade na gestão por meio de ciclos sistemáticos de análise, planejamento, implementação, avaliação e institucionalização de melhorias. Tais ciclos devem considerar tanto a eficiência interna quanto o reflexo na jornada do paciente, integrando os processos de apoio ao cuidado assistencial.","Projetos de melhoria estruturados, utilizando metodologias como: PDSA (Planejar, Executar, Estudar, Agir), A3, Lean, Six Sigma, aplicados aos processos de apoio. Evidência de indicadores de desempenho antes/depois da implementação de melhorias. Envolvimento das equipes assistenciais nos projetos de melhoria dos apoios. Relatórios com ganhos assistenciais e operacionais consolidados."
4.2,Gestão De Infraestrutura,22,Gerenciar a efetividade das ações de prevenção definidas frente aos riscos dos processos.,"Demonstra a efetividade das barreiras e contingências implementadas para mitigar os riscos mapeados. Deve considerar os riscos de processo e assistenciais, quando aplicável.","Avaliação da efetividade de barreiras, medidas de controle implementadas, baseada em análises críticas de indicadores de processo, notificações, análise e tratativas de incidentes, tecnovigilância, auditorias internas e avaliações contínuas do fluxo do setor."
4.2,Gestão De Infraestrutura,23,"Sustentar um ambiente favorável para a aprendizagem, cultura justa e colaboração entre as equipes.","Define ações contínuas e sistematizadas para a promoção e fortalecimento de um ambiente favorável para a aprendizagem, cultura justa e colaboração entre equipes.","Demonstração de ações como canais ativos para as partes interessadas (exemplos: caixas de sugestões, sistemas eletrônicos, reuniões de feedback). Dinâmicas de simulação realística, treinamentos em equipe, ou práticas de escuta ativa e lições aprendidas pós-eventos. Espaços visíveis de comunicação sobre aprendizados (exemplos: murais, dashboards, boletins de segurança). Aprendizado com base em incidentes (número de relatos, análises realizadas, melhorias implantadas). Aprendizado com base nas pesquisas de clima organizacional e de percepção da cultura justa. Relatos ou cases de melhorias implementadas a partir de lições aprendidas."
4.2,Gestão De Infraestrutura,24,Estabelece política documentada da gestão da qualidade,"A política que estabelece um compromisso, por 
escrito, no qual a organização firma seu comprometimento com a qualidade e segurança visando à 
melhoria contínua dos seus processos. Esta política 
deve estabelecer minimamente:
• auditorias internas;
• ferramentas da qualidade;
• gestão de documentos;
• gestão de indicadores;
• gestão de protocolos;
• Plano de gestão de riscos assistenciais e riscos 
institucionais;
• mapeamento de processos.","Política documentada, comunicada e 
implantada de Gestão da Qualidade."
4.3,Limpeza E Desinfecção De Superfícies,1,Cumprir o fluxo de informação entre as áreas envolvidas.,"A instituição deve possuir diretrizes claras para a transferência de informações entre os setores envolvidos, garantindo que a equipe de higienização esteja sempre informada sobre as necessidades de limpeza e manutenção. Isso inclui situações como: intercorrências que exigem higienização adicional, aplicação de precauções de isolamento, liberação de leitos após alta, transferência ou óbito, liberação de salas cirúrgicas e de procedimentos, e quaisquer atividades que envolvam riscos para pacientes, acompanhantes ou colaboradores. O fluxo de comunicação deve ser integrado à Gestão de Leitos, permitindo priorizar a limpeza conforme a demanda, e deve considerar a participação do Serviço de Controle de Infecção e/ou Biossegurança para assegurar que as práticas estejam alinhadas com as diretrizes de biossegurança. É fundamental que existam registros claros sobre como a equipe de higienização toma conhecimento das áreas a serem higienizadas e como é monitorado o tempo de liberação, garantindo que as falhas sejam rapidamente identificadas e tratadas.","Evidências do cumprimento das diretrizes estabelecidas para a transferência de informações, aplicadas e disseminadas junto à equipe de higienização. Registro e tratativas de falhas no cumprimento dessas diretrizes. Evidências de como a equipe de higienização toma conhecimento dos leitos e áreas a serem higienizadas, bem como é realizado o monitoramento do tempo de liberação. Fluxo de acionamento da equipe de higienização em parceria com os demais setores, de acordo com as demandas. Fluxo de comunicação atualizado e devidamente disseminado. Evidências do controle da limpeza terminal de leitos ocupados por pacientes de longa permanência."
4.3,Limpeza E Desinfecção De Superfícies,2,Monitorar o cumprimento do programa institucional de controle de pragas e vetores.,"O programa de controle de pragas e vetores não deve se limitar à execução de serviços de desinsetização. Devem ser incluídas ações integradas, como o correto acondicionamento de alimentos, descarte adequado de resíduos e remoção de entulhos. Essas diretrizes devem estar definidas institucionalmente, com responsabilidades claras entre os setores. A equipe de higienização deve monitorar o cumprimento das desinsetizações e contribuir ativamente com o registro e notificação de situações que favoreçam o surgimento de pragas e vetores, como falhas no acondicionamento de alimentos ou acúmulo de resíduos. Além disso, o monitoramento da incidência de vetores e o registro sistemático de ocorrências auxiliam na identificação de pontos críticos e no aprimoramento contínuo do programa.","Programa institucional de controle de pragas e vetores, com crité­rios e responsabilidades formalmente definidos. Cronograma de atividades previstas e seu cumprimento. Registros de avaliação dos fornecedores responsáveis. Rastreabilidade dos produtos utilizados (exemplo: fichas técnicas, FDS – Ficha com Dados de Segurança). Evidên­cias de comunicação entre a equipe de higienização e os responsáveis pelo programa, incluindo notificações sobre a presença de vetores. Documentação sobre os critérios para acionamento imediato do fornecedor. Registros de ações corretivas e de monitoramento relacionadas a falhas nos procedimentos preventivos (acondicionamento de alimentos, descarte de resíduos e remoção de entulhos)."
4.3,Limpeza E Desinfecção De Superfícies,3,"Estabelecer e implementar procedimentos de limpeza e desinfecção de superfícies, conforme diretrizes definidas pelo Serviço de Controle de Infecção e/ou Biossegurança.","A instituição deve estabelecer e implementar procedimentos de limpeza e desinfecção de superfícies com base nas diretrizes do Serviço de Controle de Infecção e/ou Biossegurança, considerando a criticidade dos ambientes e o tipo de higienização necessária. A supervisão do serviço deve realizar verificações regulares para assegurar a conformidade e a eficácia dos procedimentos adotados.","Documentos que descrevam os procedimentos de limpeza e desinfecção de superfícies, alinhados às diretrizes do Serviço de Controle de Infecção e/ou Biossegurança. Registros de monitoramento do cumprimento dos procedimentos, incluindo a frequência de execução pela equipe de higienização. Evidências de avaliação e monitoramento dos riscos associados aos processos de limpeza e desinfecção."
4.3,Limpeza E Desinfecção De Superfícies,4,"Estabelecer e implementar procedimento para diluição de saneantes, alinhado às diretrizes do Serviço de Controle de Infecção e/ou Biossegurança e à Segurança do Trabalho.","Implementar um processo de monitoramento da diluição dos saneantes, considerando as concentrações químicas indicadas pelo fabricante e a padronização definida pela comissão competente. Também é fundamental alinhar os critérios às necessidades específicas das áreas onde os produtos diluídos serão utilizados, garantindo rastreabilidade adequada dos lotes diluídos para maior segurança e confiabilidade do processo.","Procedimento para diluição que contemple, no mínimo: concentração utilizada, técnica empregada, etiquetagem, rastreabilidade, validade após diluição, acondicionamento adequado, local para diluição, avaliação da reutilização de embalagens, periodicidade de diluição e laudos de calibração dos diluidores, além do uso correto dos EPIs (Equipamentos de Proteção Individual), conforme legislação vigente. Equipe capacitada para o manuseio adequado dos diluidores."
